iteration,operator,accepted,feasible_fast,weighted_tardiness,makespan_s,energy_kwh,sortie_count,best_weighted_tardiness
309,split,False,True,155775.9380696586,13161.181209142474,93.35323055985376,33,58260.4487528181
310,priority_order,False,True,115986.3419418738,13139.708856117857,90.47850464305853,32,58260.4487528181
311,remove_reinsert,False,True,138118.74693121304,11644.41171900749,90.47850464305853,32,58260.4487528181
312,insert_service,False,True,134712.90269109048,11523.813769370476,89.11926686607174,31,58260.4487528181
313,split,False,True,103391.66607500377,12860.674811181525,95.12632444863932,33,58260.4487528181
314,insert_service,False,True,69941.66095602539,12334.593021019758,90.47850464305853,32,58260.4487528181
315,split,False,True,91514.66529568912,11978.57028331317,91.66613945688377,33,58260.4487528181
316,merge,False,True,92205.47829451342,11978.57028331317,90.47850464305853,32,58260.4487528181
317,priority_order,False,True,920029.5106289593,17337.465225357657,92.63551280582644,28,58260.4487528181
318,relocate_box,False,True,89141.58606084899,13281.908819251874,90.47850464305853,32,58260.4487528181
319,relocate_box,False,True,194059.77690950906,11723.46117334826,90.47850464305853,32,58260.4487528181
320,insert_service,False,True,1113336.6838853597,17686.625483360196,92.35945991150186,27,58260.4487528181
321,move_partial,False,True,129458.32602380133,12170.042810925168,90.47850464305853,32,58260.4487528181
322,remove_reinsert,False,True,74931.86712994939,12170.042810925168,90.48702720656364,32,58260.4487528181
323,relocate_box,False,True,123537.42474945544,11540.657059904535,91.26984596357258,32,58260.4487528181
324,priority_order,False,True,177832.50573296341,11951.343771790238,90.47850464305853,32,58260.4487528181
325,move_partial,False,True,101822.3446877466,12666.838948504987,90.47850464305853,32,58260.4487528181
326,split,False,True,266978.2386700971,12827.744037469714,93.98226370702123,33,58260.4487528181
327,remove_reinsert,False,True,852131.5379334592,17974.323115926585,92.74943652642746,28,58260.4487528181
328,move_partial,False,True,95424.17928481499,12029.251858659592,89.11577863111278,31,58260.4487528181
329,priority_order,False,True,100430.9013176816,12568.755411399416,90.47850464305853,32,58260.4487528181
330,reorder,False,True,141606.295063837,12639.612436982054,90.67595328031831,32,58260.4487528181
331,priority_order,False,True,100430.9013176816,12568.755411399416,90.47850464305853,32,58260.4487528181
332,move_partial,False,False,146916.08004745707,12082.324942416126,91.25813200087147,32,58260.4487528181
333,swap_boxes,False,False,1622542.2512153925,18005.920977890743,95.32762665456289,27,58260.4487528181
334,priority_order,False,True,133889.50222128906,11896.679797611125,90.47850464305853,32,58260.4487528181
335,reorder,False,True,215424.70621253047,11896.679797611125,90.48702720656364,32,58260.4487528181
336,move_partial,False,True,958259.6259107365,16793.572755753114,92.74943652642746,28,58260.4487528181
337,priority_order,False,True,105998.16211910934,11988.58043165139,90.47850464305853,32,58260.4487528181
338,relocate_box,False,True,170808.37901148063,12095.885503786545,90.47850464305853,32,58260.4487528181
339,remove_reinsert,False,True,156418.2638759457,12355.783043340854,90.48702720656364,32,58260.4487528181
340,swap_boxes,False,True,122283.86026336829,12895.518054325838,91.61687863312196,32,58260.4487528181
341,change_model,False,False,159397.6198305304,12287.358031398542,90.07827144351648,32,58260.4487528181
342,insert_service,False,True,125613.57650053556,12170.042810925168,90.47850464305853,32,58260.4487528181
343,two_opt,False,True,69907.22624321574,12858.311476116984,91.33703894117085,33,58260.4487528181
344,change_model,False,False,85347.84297783596,12170.042810925168,90.17311706245748,32,58260.4487528181
345,move_partial,False,False,223623.75294841247,12170.042810925168,91.73206186148319,32,58260.4487528181
346,remove_reinsert,False,True,141607.10263596728,11725.879879298378,90.47850464305853,32,58260.4487528181
347,insert_service,False,True,113254.29406582098,11427.62954837411,90.47850464305853,32,58260.4487528181
348,reorder,False,True,130968.05442001058,11557.490484583026,90.33908473308875,32,58260.4487528181
349,remove_reinsert,False,True,111488.19148807073,12095.885503786545,90.33908473308875,32,58260.4487528181
350,insert_service,False,True,104386.12988257481,11978.57028331317,90.47850464305853,32,58260.4487528181
351,remove_reinsert,False,True,141907.10263596728,11275.816079743854,87.49106073045337,31,58260.4487528181
352,priority_order,False,True,96863.59538384996,12228.925725096351,90.47850464305853,32,58260.4487528181
353,merge,False,True,115986.3419418738,12451.440190926041,91.24654285941483,33,58260.4487528181
354,split,False,True,95004.65566512097,11651.254521592664,91.33376546357785,33,58260.4487528181
355,insert_service,False,True,832626.1817550219,17871.87069068138,92.74943652642746,28,58260.4487528181
356,priority_order,False,True,107941.16885097418,12228.925725096351,90.47850464305853,32,58260.4487528181
357,two_opt,False,True,108513.15255435192,12228.925725096351,91.10712294944506,33,58260.4487528181
358,swap_boxes,False,True,88872.93636911554,11599.089366206726,90.47850464305853,32,58260.4487528181
359,swap_boxes,False,True,112177.69524211397,13139.708856117857,90.47850464305853,32,58260.4487528181
360,two_opt,False,True,827074.9505628669,17299.133582625564,92.63551280582644,28,58260.4487528181
361,insert_service,False,True,100111.78965849469,12451.440190926041,90.47850464305853,32,58260.4487528181
362,change_model,False,True,109607.18400497819,10384.405058623799,88.50916491446051,32,58260.4487528181
363,change_model,False,True,100554.61638398198,12666.838948504987,90.47850464305853,32,58260.4487528181
364,relocate_box,False,True,104386.12988257481,11978.57028331317,90.47850464305853,32,58260.4487528181
365,change_model,False,True,117881.3462456458,10554.147724177787,88.50916491446051,32,58260.4487528181
366,split,False,True,104666.66044579749,13433.599088757397,92.42658005394806,33,58260.4487528181
367,swap_boxes,False,True,84915.51831054581,12208.907662228019,93.22368257818495,32,58260.4487528181
368,priority_order,True,True,46503.61578438543,12213.143692392829,90.47850464305853,32,46503.61578438543
369,swap_boxes,False,True,61753.259035947856,12420.398252708348,91.69307152696,32,46503.61578438543
370,insert_service,False,True,127296.66491789077,11407.61683859473,90.47850464305853,32,46503.61578438543
371,priority_order,False,True,176746.48659751582,13210.565881700495,90.47850464305853,32,46503.61578438543
372,relocate_box,False,True,134464.9390431648,12355.783043340854,91.09689927941206,32,46503.61578438543
373,insert_service,False,True,1195086.5334181453,17876.899612893238,92.35945991150186,27,46503.61578438543
374,move_partial,False,True,95615.20408664449,11978.57028331317,89.6439820528438,31,46503.61578438543
375,two_opt,False,True,201206.46754819877,12858.311476116984,90.67595328031831,32,46503.61578438543
376,merge,False,True,132510.07075122464,12228.925725096351,90.47850464305853,32,46503.61578438543
377,priority_order,False,True,783754.7382667268,17574.477841826036,92.63551280582644,28,46503.61578438543
378,remove_reinsert,False,True,141322.62494212363,13066.784882694783,90.47850464305853,32,46503.61578438543
379,merge,False,True,99932.08909646892,10995.536906295298,87.49106073045337,31,46503.61578438543
380,priority_order,False,True,150704.50955881018,12287.358031398542,90.47850464305853,32,46503.61578438543
381,relocate_box,False,True,152772.19625856998,11671.705494602236,90.47850464305853,32,46503.61578438543
382,reorder,False,True,102830.96771646474,11458.671486591804,90.47850464305853,32,46503.61578438543
383,relocate_box,False,True,849919.0569797311,17436.86521083839,92.63551280582644,28,46503.61578438543
384,priority_order,False,True,787460.823956234,17161.962892272317,92.63551280582644,28,46503.61578438543
385,change_model,False,True,114041.70255458496,11651.254521592664,90.96728070116659,32,46503.61578438543
386,change_model,False,True,996534.84405309,18853.694404947782,94.30420265890666,28,46503.61578438543
387,split,False,True,121242.6493124361,11978.57028331317,90.47850464305853,32,46503.61578438543
388,reorder,False,True,89443.13242447277,12316.140749169916,90.67595328031831,32,46503.61578438543
389,two_opt,False,True,797174.6198841163,16716.48488377363,92.74608056262626,28,46503.61578438543
390,move_partial,False,True,83531.83972540368,11763.639576301317,90.47850464305853,32,46503.61578438543
391,relocate_box,False,True,123984.15628391266,11769.909733847504,90.47850464305853,32,46503.61578438543
392,change_model,False,True,852581.190336625,17618.883089011124,92.63551280582644,28,46503.61578438543
393,swap_boxes,False,True,88205.04607121057,11184.858475955327,90.68859097594421,32,46503.61578438543
394,split,False,True,72290.81362185226,11896.679797611125,90.47850464305853,32,46503.61578438543
395,reorder,False,True,112728.2911024957,11214.323342314578,87.49106073045337,31,46503.61578438543
396,change_model,False,True,254496.03272139266,13658.479593058017,92.10501449092659,32,46503.61578438543
397,two_opt,False,True,58466.43854189491,12113.296977799244,90.48702720656364,32,46503.61578438543
398,change_model,False,True,104145.2320796544,12858.311476116984,90.83410799963629,32,46503.61578438543
399,move_partial,False,True,205520.83578430276,12053.195641018885,90.47850464305853,32,46503.61578438543
